""	logFC	AveExpr	t	P.Value	adj.P.Val
ENSG00000260015	-1.75636804004928	-2.05270597129943	-2.98302507473726	0.00157000139564421	1
ENSG00000140835	-1.48371055145586	2.6018875956294	-2.29352991599814	0.0113289513658952	1
ENSG00000105141	-1.49753062083773	-1.33263684570262	-1.13628580562222	0.128469108196519	1
ENSG00000105143	-1.47543053546915	-2.10073087187997	-1.10768736549586	0.134537172548771	1
ENSG00000186148	-1.4448930780834	-3.79095167686473	-1.10566606233949	0.134973415101351	1
ENSG00000103449	-1.25330587601281	0.834422684670626	-1.08225252968099	0.140097861730465	1
ENSG00000088882	1.50732029729717	1.68311469162556	1.07457432156932	0.141807078800329	1
ENSG00000263503	-1.431337003223	-3.20566059812428	-1.06160561200144	0.144725814858089	1
ENSG00000103546	-1.36009107433548	-3.89805802510254	-1.02254700785091	0.153761242836654	1
ENSG00000262539	-1.4481336484113	-2.90013406627425	-0.94076201798301	0.173873246483783	1
ENSG00000042813	1.38067656691617	-3.96146154063066	0.865582158535672	0.193779703544999	1
ENSG00000132703	-1.32163385200452	1.02030832998982	-0.845207986577623	0.199406339184109	1
ENSG00000105989	1.41746508959351	-3.65473717822229	0.842589184384874	0.200137633628237	1
ENSG00000227637	-1.25289519901817	-3.50399414970943	-0.840685077688604	0.200668717121328	1
ENSG00000229807	-1.85224714035306	2.44589832370118	-0.831843544703133	0.20604308556373	1
ENSG00000254714	1.39298148254247	-3.66639753901594	0.81746079703138	0.207227071586281	1
ENSG00000229951	-1.34372872561172	-0.685615690545554	-0.811977001817245	0.208793355648645	1
ENSG00000249293	-1.26681802650085	-4.60803753713298	-0.775695697660717	0.219335356948493	1
ENSG00000261760	-1.23541345866621	-4.8670388895419	-0.733000735400491	0.23212651279644	1
ENSG00000254092	-1.26593846381595	-4.46679065982562	-0.704122382221855	0.241009921912307	1
ENSG00000259134	-1.21286735414191	-1.32909593749187	-0.690978912990829	0.245113817717393	1
ENSG00000236833	-1.20251702939351	-2.06380196645297	-0.680814623504846	0.248313248048943	1
ENSG00000132693	-1.42571468878292	3.53121658093451	-0.617018227543412	0.269156293860963	1
ENSG00000004799	-1.32067265248735	8.34987822582327	-0.614520161568888	0.269725220491824	1
ENSG00000160994	-1.25236188958703	-3.93312168665964	-0.605179148981521	0.27280785429854	1
ENSG00000126262	1.30754164484058	-2.53744007946936	0.598477178660409	0.275040446077334	1
ENSG00000134668	1.26574205816993	-3.05249357164513	0.588485656691598	0.27837253833253	1
ENSG00000236682	-1.27771324670552	-2.49555869972938	-0.581089188623799	0.280856696210772	1
ENSG00000265766	1.64138634981626	-2.65003830796823	0.598484420102966	0.28222958250477	1
ENSG00000270641	-1.23752754666414	-3.61135470674636	-0.543268441466966	0.293717767163264	1
ENSG00000179455	1.43630828853589	-3.05449622374413	0.530804107911733	0.299682695819259	1
ENSG00000204091	1.24664063742217	-3.78127235855476	0.523606246637676	0.300512521177884	1
ENSG00000205662	1.3849712282783	-4.43145474036906	0.511685650650068	0.305522536759953	1
ENSG00000203837	1.28447931402319	-1.67099068951792	0.501260206839418	0.308355074444216	1
ENSG00000090104	-1.15535018779042	3.08280209949808	-0.485943406608697	0.313719046140436	1
ENSG00000021461	-1.25947531355752	1.17068952752691	-0.485441429306761	0.313913438894626	1
ENSG00000160868	-1.38646884472507	2.72479187387699	-0.483298965521396	0.316219002309571	1
ENSG00000249396	-1.16043759335019	-0.824603973273228	-0.462836697380339	0.321944456437865	1
ENSG00000259727	1.25616682412641	-3.79266877683236	0.462276633325541	0.322176410865745	1
ENSG00000143869	-1.12952881826916	-0.644708027413218	-0.455253187769582	0.324663501184779	1
ENSG00000105991	1.18302336516471	-3.23054165457784	0.426238520988723	0.335152993327206	1
ENSG00000165246	1.60858079294879	-1.39692665032818	0.481163686473145	0.335519436794149	1
ENSG00000237065	-1.12996718173054	-3.33806805066529	-0.412352816476562	0.340219246823842	1
ENSG00000244694	-1.13716982688096	-2.25272108387459	-0.40347873716448	0.343472563781705	1
ENSG00000110245	-1.15732975614665	-2.12573322107818	-0.39818437460769	0.345419171796285	1
ENSG00000270141	1.19326583124642	-4.10234848399047	0.389943152972136	0.348464536009741	1
ENSG00000177414	-1.16437176354773	-2.28927541767632	-0.351691031020184	0.362687853435625	1
ENSG00000205277	1.16192819265225	-3.2941428756804	0.34786170689626	0.364122923649287	1
ENSG00000009765	1.19154382842197	-1.15676433752022	0.345098895045873	0.365208171902113	1
ENSG00000111218	-1.15360455580579	-1.89063916743591	-0.344794409631618	0.365272342666487	1
ENSG00000239677	1.15809711245615	-3.31374588753625	0.341851360192019	0.366379222534873	1
ENSG00000123610	1.15675168170991	-2.32890018940284	0.333070830402421	0.369685318512183	1
ENSG00000259799	-1.07386765438367	-0.0585656296979954	-0.323391908380153	0.373336038237544	1
ENSG00000237928	1.14022267627651	-4.39420340829702	0.311400483005188	0.377881125085386	1
ENSG00000272872	-1.09021922506324	-1.60208350621342	-0.308822806756638	0.378858315269508	1
ENSG00000227560	-1.12148667651205	-4.41027414691409	-0.302425953743634	0.381291080279464	1
ENSG00000226535	-1.12230525096869	-2.09572015454761	-0.298030308620655	0.382965521468879	1
ENSG00000104722	1.10074436653194	1.19048642987333	0.297502391842349	0.383166519847167	1
ENSG00000240695	-1.10414761231868	-4.28780026059643	-0.296900637065052	0.383395944446791	1
ENSG00000181374	1.16629349628669	-2.50274464969655	0.295128616785989	0.3841486009499	1
ENSG00000249601	1.15236986319225	-3.79091703064566	0.294575623367118	0.384304622015893	1
ENSG00000019169	1.20439678570933	-1.18457368805637	0.292985808421765	0.385777264431695	1
ENSG00000121351	1.23996872111503	4.45413135342129	0.296851124608192	0.386422156087957	1
ENSG00000092377	1.42231626357915	-2.21597305481959	0.34338070059021	0.390805299240692	1
ENSG00000016602	1.15945725453781	-2.36783036481729	0.271922407180848	0.393096251554947	1
ENSG00000260396	-1.06528598660299	-1.19653035093295	-0.268611043224821	0.394226610064367	1
ENSG00000233670	1.1614597397123	-2.96942353306273	0.265277032184502	0.395738152946569	1
ENSG00000233864	2.03206635260595	-0.423771230620965	0.479260862971513	0.396282543520137	1
ENSG00000169385	1.16575776779423	-1.43191310465894	0.26346512052764	0.396544402921754	1
ENSG00000163216	1.14179560732088	-3.210887509583	0.2598188962001	0.397666315103028	1
ENSG00000198842	1.13073475013191	-3.63939547806076	0.249137947982774	0.40176344792079	1
ENSG00000178934	1.1436403047438	-2.94007473928758	0.245500195496204	0.403288567862069	1
ENSG00000106113	-1.06409334461374	0.749932205746855	-0.244767960982636	0.403419658303766	1
ENSG00000196660	-1.09271933858081	-2.84120547970485	-0.240904686000173	0.404914479923514	1
ENSG00000143125	1.11593305906287	-3.69240620811247	0.240273097167234	0.405167496043779	1
ENSG00000180777	1.23429896465921	-0.806835840916041	0.254587174803477	0.407580572471356	1
ENSG00000266369	1.11799636803752	-4.3510820981266	0.23223145745621	0.408296494989826	1
ENSG00000169248	1.17351265009876	1.53514940105252	0.234732012081815	0.409100149631647	1
ENSG00000233070	1.36896921764348	-2.28961915123596	0.300424395790736	0.409499055395144	1
ENSG00000073146	1.09437006733906	-1.49276022219036	0.226127193300683	0.410645247223848	1
ENSG00000171195	-1.19001191850129	-2.47799937121	-0.228738877772623	0.414086005633861	1
ENSG00000236047	-1.07997658055734	-3.98532861104224	-0.213692212476529	0.415481718333152	1
ENSG00000197769	1.13312787533348	-2.66717407357787	0.208740609884957	0.417887317644547	1
ENSG00000235034	1.09607331068384	-3.23438168627023	0.204637462343105	0.419018053264893	1
ENSG00000241859	1.2316536655802	-2.79690243845539	0.235219963333807	0.419274819037965	1
ENSG00000248771	1.09078367564139	0.00054329286614347	0.199849442172875	0.420884719356896	1
ENSG00000232775	-1.07406755654166	-3.87681347351238	-0.199006107326116	0.421210871600229	1
