""	logFC	AveExpr	t	P.Value	adj.P.Val
ENSG00000242258	1.85413647524692	-3.72718458485765	2.25212729084107	0.0124874220249647	1
ENSG00000251152	1.47139144378904	-4.15965440367888	1.78308131588937	0.0377486020033265	1
ENSG00000258227	-1.48140380782392	-2.53018149213982	-1.33708088251431	0.0910611333118152	1
ENSG00000131095	-1.32344767591185	11.0244713217503	-1.32233131688935	0.0934893268328419	1
ENSG00000178462	-1.47495967804865	-3.99621957125661	-1.27005542557936	0.102482306376377	1
ENSG00000135824	1.38905253187682	-0.0529585646281325	1.25362406481974	0.105435489014037	1
ENSG00000214688	-1.45357874610219	-0.646112820114804	-1.15956548247332	0.123534348346724	1
ENSG00000047457	-1.41031604824543	1.47773084042297	-1.07293599354382	0.142044066938493	1
ENSG00000134817	-1.39216673135523	4.1500964335373	-1.03328580269113	0.151115495667859	1
ENSG00000196136	-1.55496428479888	2.68306236097367	-1.00396390449967	0.158070565149466	1
ENSG00000134184	1.84555093314538	-0.0942309713740095	0.987070221090649	0.162665280774792	1
ENSG00000144227	1.36971531776798	-2.34687484468093	0.948737484371949	0.171726117579672	1
ENSG00000210100	-1.26427445519954	-0.417181644155032	-0.906972548918921	0.182543379700129	1
ENSG00000172016	-1.50395471182662	-4.1339459707584	-0.886214234249371	0.188082726291871	1
ENSG00000151650	-1.22170740003661	-1.2487159540689	-0.833366344589567	0.202622122656791	1
ENSG00000171195	-1.64628163323606	-3.26304642378899	-0.767540416798475	0.22256909700756	1
ENSG00000160882	-1.42328385530293	-2.71445933581404	-0.761909221734611	0.223339330079231	1
ENSG00000266513	-1.22806114101813	-2.67473711792205	-0.744810030085146	0.228459793305414	1
ENSG00000163739	-1.34455000610238	-0.849081827738663	-0.736129167821834	0.23108940407888	1
ENSG00000232745	1.27134797134597	-4.34330746974748	0.716995809212225	0.236943325734439	1
ENSG00000204807	-1.28952364436521	-1.14728482491026	-0.707906111733693	0.239753023818103	1
ENSG00000242142	-1.23179788794203	-1.67010803565645	-0.696596324510785	0.24327426986426	1
ENSG00000117594	-1.22488065584498	2.49934432873796	-0.694780212660867	0.243842316256385	1
ENSG00000267653	-1.28373641924569	-3.67634215095874	-0.691700050779129	0.244807403007891	1
ENSG00000141469	-1.35084115888019	3.10864362333603	-0.637153225764528	0.262247477286031	1
ENSG00000188488	-1.1921400405293	-1.9042036864141	-0.608230634507894	0.271727609087507	1
ENSG00000178343	-1.15667468932576	-1.6150660681358	-0.595644918334936	0.27591150024641	1
ENSG00000264956	-1.17753752044622	-5.20068215724059	-0.594823868167508	0.276185544051649	1
ENSG00000129654	-1.20126344509218	0.0344868009231345	-0.562691969452331	0.287014411779846	1
ENSG00000160183	-1.23014099603729	-0.325863022668466	-0.552664168529838	0.290434885145756	1
ENSG00000227582	1.21072121303882	-1.65700866929255	0.513085837883447	0.304118308036822	1
ENSG00000132470	-1.11957949862212	5.32574037041111	-0.506138001079061	0.30654979625876	1
ENSG00000253967	-1.23805958222613	-3.74987811796565	-0.495381831954944	0.310333402607157	1
ENSG00000133048	-1.2392963775352	3.3671582087171	-0.463457000657622	0.321681642835831	1
ENSG00000187922	-1.11585551705748	-0.019269811108205	-0.446045923427931	0.327929103675982	1
ENSG00000125414	1.19161535073617	-1.48060795710772	0.426938367009477	0.334852898549464	1
ENSG00000205358	-1.2673746509135	-2.40397168832066	-0.422714050670594	0.336584733340372	1
ENSG00000219553	-1.10561856901302	-4.55996426995324	-0.352363280741336	0.36239600305975	1
ENSG00000155269	1.10762429143524	-2.3891383657711	0.348596413319557	0.363807921320974	1
ENSG00000115386	-1.24943637826787	-1.16609558442041	-0.348369391663672	0.364809654060371	1
ENSG00000142789	-1.25103552514509	-1.47384989933515	-0.329891815179122	0.372505951873787	1
ENSG00000231826	-1.10235081984233	-2.00748087439993	-0.311381973926641	0.377853979255052	1
ENSG00000264745	-1.07491542768544	-3.72113878372706	-0.308360525835506	0.379001823938064	1
ENSG00000240583	-1.0933130112116	5.4860475106897	-0.306401906801444	0.379746475029708	1
ENSG00000188263	1.10490296298832	-3.31951259979972	0.303733903925606	0.380761550286769	1
ENSG00000146530	1.11183305288375	-2.46004569387921	0.303646668559718	0.380794763587027	1
ENSG00000229091	1.08178698345154	-4.05652844456501	0.303338642649172	0.380912000987001	1
