""	logFC	AveExpr	t	P.Value	adj.P.Val
ENSG00000244694	-1.64323345288229	-0.786835854073018	-3.24879889130238	0.000625394272770752	1
ENSG00000166448	-1.66641631088459	2.57865935153314	-2.89381177106111	0.00200074766159615	1
ENSG00000164400	1.84007822395867	-2.05195793751567	2.52759061373299	0.00592284266177807	1
ENSG00000198542	-1.33653568993053	4.73149490202391	-2.32562304649059	0.0102538267422604	1
ENSG00000227307	1.83930048010096	-3.34422584747149	2.30017287923463	0.0109606213114736	1
ENSG00000168907	2.02226076208575	3.53607678050489	2.18731295934374	0.0146314793620099	1
ENSG00000144285	1.99083635048766	1.78163410452168	2.1802092731109	0.014894473114095	1
ENSG00000155897	1.83919553566268	-2.32709914339802	2.16014435510608	0.0156594601050551	1
ENSG00000047936	1.79766557369972	4.16611154712723	2.03284080645892	0.0213442891241874	1
ENSG00000164161	1.69903992642266	3.30385794101256	2.02693816620118	0.0216457071330046	1
ENSG00000088926	1.79598264839595	-0.178315264337007	1.96878129029046	0.0248132151605928	1
ENSG00000255794	1.71076809451421	-1.61631620316553	1.91629108619813	0.0279986630757991	1
ENSG00000124134	1.67191763673611	-1.47387173295738	1.90478398852187	0.0287408803237839	1
ENSG00000243584	1.51519131474895	-4.58654698098582	1.89719663070595	0.0292391972750114	1
ENSG00000122852	1.75762777670022	9.9204281061345	1.85632000853529	0.0320493009470288	1
ENSG00000165507	-1.34872232654772	8.70183285827506	-1.80493430614701	0.0358956837551919	1
ENSG00000179023	1.58967928043223	-0.215385648306725	1.78871981715556	0.0371854006701254	1
ENSG00000152785	1.51584192325741	0.667311824063045	1.74380216472361	0.0409576826359467	1
ENSG00000168481	1.71389079758626	2.58208053371342	1.6577982604307	0.049047391092939	1
ENSG00000251521	1.55790642808621	-3.38736999924993	1.64224770740146	0.0506385243697246	1
ENSG00000185303	1.68946810300886	10.1538087680301	1.63853913600897	0.0510240147746992	1
ENSG00000145242	-1.41216909993943	-3.3566960610144	-1.62169566865468	0.0528044063469378	1
ENSG00000078081	1.5556746133961	6.0277345571488	1.62058716828841	0.05292329057359	1
ENSG00000215270	-1.36902711060328	-4.51449340601799	-1.60331368745007	0.0548034952576211	1
ENSG00000171124	1.56582861252405	1.28324381978053	1.57427153019245	0.0580837344770889	1
ENSG00000095713	1.5659650564037	3.75938493795457	1.56502089289979	0.0591604798424361	1
ENSG00000187848	-1.39595317295795	1.5394774869489	-1.55541555643992	0.0602950726697362	1
ENSG00000265179	-1.60456309886143	-2.61367058309708	-1.54894363156593	0.0610691323994959	1
ENSG00000156510	1.53198004521712	0.692703289656242	1.53696324785796	0.0625225650361045	1
ENSG00000271736	1.48072775190323	-2.56693032304509	1.52819244934898	0.0636036723280089	1
ENSG00000148053	-1.33593030290654	3.45396667007051	-1.48233310022891	0.0694957360957261	1
ENSG00000162998	-1.23011701192796	3.78701176323978	-1.46909305834232	0.0712730236819327	1
ENSG00000174567	1.39323701228846	0.764790908609929	1.44719927741959	0.0742885043367028	1
ENSG00000143839	1.44736634597624	-2.88164349503289	1.42670006238871	0.0771996414077237	1
ENSG00000243715	-1.48758254830353	-4.12513574684381	-1.3968538056015	0.0815926034945635	1
ENSG00000168484	1.53669102968032	10.4188258454722	1.39524899093547	0.0818340621956097	1
ENSG00000058335	1.41853771806983	2.58737856619814	1.38671488379245	0.0831271808904341	1
ENSG00000184454	1.40136888076139	0.995172803429551	1.36456001555859	0.0865560817477502	1
ENSG00000222713	1.4473384731925	-3.23653912198485	1.35083633460405	0.0887326751252746	1
ENSG00000263280	1.33058420093278	-4.19381063996208	1.33433777274043	0.0914032045049079	1
ENSG00000168703	1.53052320097866	-2.56288871204706	1.32010515515507	0.0937546056874222	1
ENSG00000081479	1.44061000331987	2.79345067021549	1.31322318809447	0.0949075348648465	1
ENSG00000228643	-1.27217481411356	-3.50071352239424	-1.3104028121057	0.0953830461617808	1
ENSG00000163492	1.40835293631083	1.24704168466647	1.3088249148877	0.0956498439310902	1
ENSG00000102452	-1.16353436962287	1.19286330696286	-1.28301923763464	0.100091663564123	1
ENSG00000188536	-1.39854806887609	6.06776890430229	-1.27995845573875	0.100628368244275	1
ENSG00000133661	1.37096534119658	6.38623229060959	1.26432274788818	0.103402961170402	1
ENSG00000100078	1.44025572474022	0.969891930844625	1.23933737220426	0.107951663738771	1
ENSG00000173930	1.35671499851134	1.4447491334782	1.22466211094329	0.110689863404205	1
ENSG00000036828	-1.31154215052954	-4.74853594830002	-1.21321608620826	0.112859944585816	1
ENSG00000242569	-1.26468713098766	-2.64241151803302	-1.20707571696182	0.114036596288007	1
ENSG00000250337	-1.30525879288075	-5.00812151833008	-1.13039446161322	0.12947322469504	1
ENSG00000244734	-1.33541968827906	8.06179083045686	-1.10138010493366	0.135676764430726	1
ENSG00000141433	-1.39856851972931	-0.439061229679086	-1.08307955646191	0.139693060663285	1
ENSG00000102466	-1.16404090495355	3.2284781947013	-1.08128209209631	0.140091868239565	1
ENSG00000206043	1.39952062938787	-3.57535467427684	1.06725246882002	0.143231321713082	1
ENSG00000267733	-1.32432183014972	-2.09386341965251	-1.06613438728105	0.143483553899245	1
ENSG00000189377	1.33666350198175	4.80772011490313	1.05360541782684	0.146330590546886	1
ENSG00000121211	1.23381186046006	-1.89777263659233	1.04635911968087	0.147994472268314	1
ENSG00000224999	-1.28279837437458	-3.10653865411161	-1.0251463964311	0.152938109513139	1
ENSG00000189127	1.32763183594605	-3.00180485158846	1.02357475013545	0.153308704803237	1
ENSG00000206172	-1.32094721913448	2.47944579782055	-0.993246130663547	0.160577092629934	1
ENSG00000150893	1.29978933424963	2.16716671666404	0.986711648735332	0.162172216972448	1
ENSG00000135069	1.26946245723661	1.85341921541454	0.981238233757958	0.163516267003925	1
ENSG00000248738	1.27799320295416	-2.56878799437395	0.980603495168576	0.163672601626832	1
ENSG00000152128	1.28316370730475	2.00695768313574	0.976885337858619	0.164590330219061	1
ENSG00000119457	1.32539493970882	1.18113530222543	0.970896959633383	0.166075423601497	1
ENSG00000114248	1.35743981414516	-2.77901233000769	0.967823032418315	0.166841109294388	1
ENSG00000001626	1.26219677501348	2.36844734155652	0.964038302166429	0.167786982699903	1
ENSG00000123500	-1.25712834128675	-1.27538049113455	-0.962358950142565	0.168207791288385	1
